title,year,distributor,us_gross,us_profit_gross,us_adj,us_profit_adj,us_bits,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
Sahara,2005,Paramount Pictures,68671925,-76328075,90403546.78966908,-100482529.06304681,10713248.829953197,121671925,-23328075,160175698.65307558,-30710377.199640315,18981579.563182525,145000000,190886075.8527159
The Saint,1997,Paramount Pictures,61363304,-28636696,98181286.4,-45818713.6,13368911.546840958,169400000,79400000,271040000,127040000,36906318.08278867,90000000,144000000
The Salon,2007,Freestyle Releasing,139084,-1360916,172199.2380296384,-1684943.6184057358,20215.697674418607,139084,-1360916,172199.2380296384,-1684943.6184057358,20215.697674418607,1500000,1857142.8564353741
I Am Sam,2001,New Line,40270895,18270895,58439624.38079101,26514042.98069046,7127592.03539823,40270895,18270895,58439624.38079101,26514042.98069046,7127592.03539823,22000000,31925581.40010055
The Salton Sea,2002,Warner Bros.,676698,-17323302,968485.2106182262,-24792982.66889091,116672.06896551725,676698,-17323302,968485.2106182262,-24792982.66889091,116672.06896551725,18000000,25761467.879509132
Sex and the City 2,2010,Warner Bros.,95347692,347692,112258414.77952053,409358.1284748985,12084625.095057035,288347692,193347692,339488603.5548027,227639546.90375707,36545968.567807354,95000000,111849056.65104564
Saved!,2004,MGM,8886160,3886160,12106907.947175305,5294680.873177479,1430943.6392914653,10102511,5102511,13764119.789912172,6951892.715914344,1626813.3655394525,5000000,6812227.073997826
Saving Silverman,2001,Sony Pictures,19351569,-2648431,28082276.87859829,-3843304.521502259,3425056.460176991,19351569,-2648431,28082276.87859829,-3843304.521502259,3425056.460176991,22000000,31925581.40010055
Saw,2004,Lionsgate,55185045,53985045,75186611.52575767,73551677.0279982,8886480.676328503,103096345,101896345,140463142.5278441,138828208.0300846,16601665.861513687,1200000,1634934.4977594784
Saw II,2005,Lionsgate,87025093,82025093,114564679.33439763,107982400.85671777,13576457.566302652,152925093,147925093,201319109.67021817,194736831.1925383,23857268.79875195,5000000,6582278.477679859
Saw III,2006,Lionsgate,80238724,70238724,102181558.75989601,89446864.87818673,12250186.870229008,163876815,153876815,208692107.33345047,195957413.4517412,25019361.06870229,10000000,12734693.881709287
Saw IV,2007,Lionsgate,63300095,53300095,78371546.16062036,65990593.784384534,9200595.203488372,134528909,124528909,166559601.55559635,154178649.1793605,19553620.494186047,10000000,12380952.376235828
Saw V,2008,Lionsgate,56746769,45946769,67835218.0775162,54924873.25705294,7903449.721448468,113146769,102346769,135255907.695491,122345562.87502773,15758602.924791086,10800000,12910344.820463257
Saw VI,2009,Lionsgate,27693292,16693292,33231950.41329278,20031950.40801278,3692438.933333333,61259697,50259697,73511636.42940466,60311636.42412465,8167959.6,11000000,13200000.00528
Say It Isn't So,2001,20th Century Fox,5516708,-19483292,8005641.377935723,-28273428.394905813,976408.4955752211,5516708,-19483292,8005641.377935723,-28273428.394905813,976408.4955752211,25000000,36279069.772841536
The Adventures of Sharkboy and Lavagirl in 3-D,2005,Miramax/Dimension,39177684,-10822316,51575685.23970851,-14247099.537090076,6111963.182527301,69425966,19425966,91396208.35878673,25573423.581988137,10830883.931357253,50000000,65822784.77679858
Seabiscuit,2003,Universal,120277854,34277854,168281123.0248319,47958253.112840086,19946576.119402986,148336445,62336445,207537985.7551433,87215115.84315152,24599742.122719735,86000000,120322869.9119918
A Scanner Darkly,2006,Warner Independent,5501616,-14498384,7006139.561471392,-18463248.201947182,839941.3740458016,7405084,-12594916,9430147.790834334,-16039239.972584242,1130547.1755725192,20000000,25469387.763418574
Scary Movie 2,2001,Miramax/Dimension,71277420,26277420,103435139.73632522,38132814.14521047,12615472.566371681,141189101,96189101,204888369.85375082,139586044.26263607,24989221.415929202,45000000,65302325.59111476
Scary Movie 3,2003,Miramax/Dimension,110000082,65000082,153901459.96272594,90941818.72970697,18242136.31840796,155200000,110200000,217140807.09698984,154181165.86397088,25737976.7827529,45000000,62959641.233018965
Scary Movie 4,2006,Weinstein/Dimension,90710620,50710620,115517197.7520056,64578422.22516847,13848949.61832061,178710620,138710620,227582503.91104734,176643728.3842102,27284064.122137405,40000000,50938775.52683715
Scooby-Doo 2: Monsters Unleashed,2004,Warner Bros.,84185387,59185387,114697994.51127693,80636859.1412878,13556423.0273752,181185387,156185387,246855199.74683475,212794064.37684563,29176390.821256038,25000000,34061135.369989134
Scooby-Doo,2002,Warner Bros.,153294164,69294164,219393482.33345586,99173298.89574656,26430028.275862068,276294164,192294164,395430179.5101016,275209996.07239234,47636924.82758621,84000000,120220183.43770929
About Schmidt,2002,New Line,65005217,35005217,93034989.43033451,50099209.631152615,11207796.034482758,105823486,75823486,151453796.41592693,108518016.61674502,18245428.620689657,30000000,42935779.79918189
The School of Rock,2003,Paramount Pictures,81261177,61261177,113692767.77984115,85710705.0096105,13476148.756218905,131161177,111161177,183508014.39156663,155525951.62133598,21751438.97180763,20000000,27982062.77023065
School for Scoundrels,2006,MGM,17807569,-2192431,22677393.999241598,-2791993.7641769773,2718712.824427481,17807569,-2192431,22677393.999241598,-2791993.7641769773,2718712.824427481,20000000,25469387.763418574
Scoop,2006,Focus/Rogue Pictures,10525717,6525717,13404178.388050344,8310300.835366629,1606979.6946564885,39125717,35125717,49825402.8897389,44731525.33705519,5973391.908396946,4000000,5093877.552683715
The Score,2001,Paramount Pictures,71069884,3069884,103133971.21535017,4454901.433221195,12578740.530973451,113542091,45542091,164768057.6617329,66088987.87960394,20095945.309734512,68000000,98679069.78212897
Scream,1996,Miramax,103046663,88046663,169213467.65603313,144581888.70970184,23313724.660633486,173046663,158046663,284160836.0722459,259529257.12591457,39150828.733031675,15000000,24631578.946331304
Scream 2,1997,Miramax,101363301,77363301,162181281.6,123781281.6,22083507.843137257,101363301,77363301,162181281.6,123781281.6,22083507.843137257,24000000,38400000
Scream 3,2000,Miramax,89138076,49138076,133067367.01759475,73354448.36873598,16537676.437847868,161838076,121838076,241595596.66189557,181882678.0130368,30025617.06864564,40000000,59712918.64885877
The Scorpion King,2002,Universal,90580000,30580000,129637431.14032985,43765871.54196607,15617241.379310345,164529000,104529000,235472697.15265325,149601137.55428946,28367068.96551724,60000000,85871559.59836379
George A. Romero's Survival of the Dead,2010,Magnolia Pictures,101740,-4098260,119784.45288081456,-4825121.209586466,12894.803548795944,101740,-4098260,119784.45288081456,-4825121.209586466,12894.803548795944,4200000,4944905.66246728
Stardust,2007,Paramount Pictures,38634938,-31365062,47833732.743682384,-38832933.8899684,5615543.313953488,135556675,65556675,167832073.74558777,81165407.11193699,19703005.087209303,70000000,86666666.6336508
Mar adentro,2004,Fine Line,2086345,-11213655,2842531.178939999,-15277992.83789422,335965.37842190015,39686345,26386345,54070478.775403656,35949954.758569434,6390715.78099839,13300000,18120524.016834218
Selena,1997,Warner Bros.,35450113,15450113,56720180.8,24720180.8,7723336.165577343,35450113,15450113,56720180.8,24720180.8,7723336.165577343,20000000,32000000
The Sentinel,2006,20th Century Fox,36280697,-23719303,46202357.01100485,-30205806.279250875,5539037.709923664,77280697,17280697,98414601.92601293,22006438.635757204,11798579.69465649,60000000,76408163.29025573
September Dawn,2007,Black Diamond Pictures,901857,-9198143,1116584.8567174915,-11388177.043280695,131083.86627906977,901857,-9198143,1116584.8567174915,-11388177.043280695,131083.86627906977,10100000,12504761.899998186
You Got Served,2004,Sony Pictures,40066497,32066497,54588415.124730535,43688851.80633402,6451931.884057971,48066497,40066497,65487978.44312706,54588415.124730535,7740176.650563607,8000000,10899563.318396522
Serving Sara,2002,Paramount Pictures,16930185,-12069815,24230356.50398041,-17274230.635228753,2918997.413793104,20146150,-8853850,28833022.00670961,-12671565.132499553,3473474.1379310344,29000000,41504587.13920916
Seven Years in Tibet,1997,Sony Pictures,37945884,-32054116,60713414.4,-51286585.6,8267077.124183007,131445884,61445884,210313414.4,98313414.4,28637447.494553376,70000000,112000000
Sex and the City,2008,Warner Bros.,152647258,95147258,182474883.02576098,113739250.87977605,21260063.78830084,416047258,358547258,497343848.36928153,428608216.2232966,57945300.55710307,57500000,68735632.14598493
Swordfish,2001,Warner Bros.,69772969,-10227031,101251936.42437238,-14841086.848720534,12349198.053097345,147080413,67080413,213437622.61781397,97344599.34472105,26031931.504424777,80000000,116093023.27309291
Something's Gotta Give,2003,Sony Pictures,124685242,44685242,174447513.40826994,62519262.32734735,20677486.23548922,266685242,186685242,373120159.0769076,261191907.99598497,44226408.29187396,80000000,111928251.0809226
Shadow of the Vampire,2000,Lionsgate,8279017,279017,12359106.71533797,416522.98556621565,1535995.7328385902,8279017,279017,12359106.71533797,416522.98556621565,1535995.7328385902,8000000,11942583.729771754
Shaft,2000,Paramount Pictures,70327868,17314930,104987056.51579194,25848125.162517104,13047841.929499073,107190108,54177170,160015854.97415963,80876923.62088479,19886847.495361783,53012938,79138931.35327484
The Shaggy Dog,2006,Walt Disney Pictures,61123569,1123569,77838994.01725355,1430830.7269978223,9331842.595419848,87123569,27123569,110949198.1096977,34541034.81944197,13301308.24427481,60000000,76408163.29025573
Scary Movie,2000,Miramax/Dimension,157019771,138019771,234402720.29963583,206039083.94142792,29131682.931354363,277200000,258200000,413810526.2365913,385446889.87838334,51428571.42857143,19000000,28363636.358207915
Shaun of the Dead,2004,Focus/Rogue Pictures,13542874,8542874,18451426.584508248,11639199.510510422,2180817.0692431564,29629128,24629128,40368069.58810941,33555842.514111586,4771196.1352657005,5000000,6812227.073997826
Shortbus,2006,ThinkFilm,1985292,-14708,2528208.5885806396,-18730.18776121802,303098.01526717556,1985292,-14708,2528208.5885806396,-18730.18776121802,303098.01526717556,2000000,2546938.7763418574
She's All That,1999,Miramax,63465522,53465522,98025954.8382749,82580410.27342047,12542593.280632412,63465522,53465522,98025954.8382749,82580410.27342047,12542593.280632412,10000000,15445544.564854424
She's the Man,2006,Paramount Pictures,33889159,8889159,43156806.57735732,11320071.873084106,5173917.404580153,56889159,31889159,72446602.50528869,40609867.80101547,8685367.786259543,25000000,31836734.70427322
Sherrybaby,2006,IFC Films,199176,-1800824,253644.5388583329,-2293294.2374835247,30408.549618320612,622806,-1377194,793124.3757691835,-1753814.4005726741,95084.88549618321,2000000,2546938.7763418574
Shallow Hal,2001,20th Century Fox,70836296,30836296,102794997.00134623,44748485.364799775,12537397.522123894,70836296,30836296,102794997.00134623,44748485.364799775,12537397.522123894,40000000,58046511.636546455
Silent Hill,2006,Sony Pictures,46982632,-3017368,59830943.6276999,-3842525.780846539,7172920.916030535,99982632,49982632,127324821.20075913,63651351.79221269,15264523.969465649,50000000,63673469.40854644
Shutter Island,2010,Paramount Pictures,128012934,48012934,150717114.8108691,56528435.525778055,16224706.463878328,294512934,214512934,346747303.5729649,252558624.28787383,37327368.0608365,80000000,94188679.28509106
Shakespeare in Love,1998,Miramax,100317794,74317794,158076523.78298393,117106826.83811706,21389721.535181236,279500000,253500000,440424242.1573186,399454545.21245176,59594882.729211085,26000000,40969696.94486685
In the Shadow of the Moon,2007,ThinkFilm,1134358,-865642,1404443.2375602121,-1071747.2376869535,164877.61627906977,1134358,-865642,1404443.2375602121,-1071747.2376869535,164877.61627906977,2000000,2476190.4752471657
Sherlock Holmes,2009,Warner Bros.,209028679,129028679,250834414.90033376,154834414.86193377,27870490.533333335,518249844,438249844,621899813.0487599,525899813.01035994,69099979.2,80000000,96000000.0384
She's Out of My League,2010,Paramount Pictures,31628317,11628317,37237867.578002416,13690697.756729653,4008658.6818757923,49219151,29219151,57948585.35279336,34401415.5315206,6238168.694550063,20000000,23547169.821272764
Shooter,2007,Paramount Pictures,47003582,-12996418,58194911.02544956,-16090803.231965408,6831915.988372093,95203582,35203582,117871101.47890624,43585387.22149128,13837729.941860465,60000000,74285714.25741497
Shrek,2001,Dreamworks SKG,267655011,217655011,388410992.7647867,315852853.2191037,47372568.31858407,484399218,434399218,702942121.1092751,630383981.563592,85734374.86725663,50000000,72558139.54568307
Shrek 2,2004,Dreamworks SKG,441226247,371226247,601146677.1143705,505775498.07840085,71050925.44283414,919838758,849838758,1253230098.1920269,1157858919.1560574,148122183.25281805,70000000,95371179.03596957
Shrek the Third,2007,Paramount Pictures,322719944,162719944,399558025.7525493,201462787.73277608,46906968.60465116,798958162,638958162,989186295.4326909,791091057.4129176,116127639.8255814,160000000,198095238.01977324
Shrek Forever After,2010,Paramount Pictures,238395990,73395990,280677543.0620222,86413392.03652188,30214954.372623574,729395990,564395990,858760562.1742686,664496411.1487683,92445626.10899873,165000000,194264151.0255003
Shark Tale,2004,Dreamworks SKG,160861908,85861908,219165568.9705095,116982162.86054212,25903688.888888888,367275019,292275019,500392165.60697323,398208759.4970058,59142515.13687601,75000000,102183406.1099674
Shattered Glass,2003,Lionsgate,2207975,-3792025,3089184.752255001,-5305434.078814195,366165.00829187396,2932719,-3067281,4103176.3572724033,-4291442.473796792,486354.7263681592,6000000,8394618.831069196
Stealing Harvard,2002,Sony Pictures,13973532,-11026468,19998816.432294056,-15781000.067024184,2409229.6551724137,13973532,-11026468,19998816.432294056,-15781000.067024184,2409229.6551724137,25000000,35779816.49931824
Showtime,2002,Warner Bros.,37948765,-47051235,54311993.923030026,-67339382.174652,6542890.517241379,78948765,-6051235,112990892.98191194,-8660483.115770081,13611856.034482758,85000000,121651376.09768203
Sicko,2007,Lionsgate,24538513,15538513,30381016.083664373,19238158.94505213,3566644.331395349,33538513,24538513,41523873.22227662,30381016.083664373,4874783.86627907,9000000,11142857.138612244
The Siege,1998,20th Century Fox,40934175,-29065825,64502336.324544035,-45800693.91163594,8727969.083155649,116625798,46625798,183773984.61589456,73470954.37971456,24866907.889125798,70000000,110303030.23617998
Signs,2002,Walt Disney Pictures,227965690,157263071,326262822.2536187,225073752.89997023,39304429.31034483,408265690,337563071,584306858.8467019,483117789.4930534,70390636.20689656,70702619,101189069.35364845
Simon Birch,1998,Walt Disney Pictures,18253415,-1746585,28762956.95226487,-2752194.5437865485,3891986.1407249463,18253415,-1746585,28762956.95226487,-2752194.5437865485,3891986.1407249463,20000000,31515151.496051423
A Simple Wish,1997,Universal,8165213,-19834787,13064340.8,-31735659.2,1778913.5076252725,8165213,-19834787,13064340.8,-31735659.2,1778913.5076252725,28000000,44800000
