title,year,distributor,us_gross,us_profit_gross,us_adj,us_profit_adj,us_bits,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
Independence Day,1996,20th Century Fox,306169255,231169255,502762145.03146267,379604250.2998062,69269062.21719457,817400878,742400878,1342258283.8171682,1219100389.0855117,184932325.33936653,75000000,123157894.73165652
The Island of Dr. Moreau,1996,New Line,27682712,-12317288,45457927.0717702,-20226283.451779947,6263057.013574661,27682712,-12317288,45457927.0717702,-20226283.451779947,6263057.013574661,40000000,65684210.523550145
The Indian in the Cupboard,1995,Paramount Pictures,35627222,-9372778,60084828.44885752,-15807063.43647074,8190165.977011495,35627222,-9372778,60084828.44885752,-15807063.43647074,8190165.977011495,45000000,75891891.88532826
Illuminata,1999,Artisan,836641,-9163359,1292237.5850284372,-14153306.979825988,165344.07114624509,836641,-9163359,1292237.5850284372,-14153306.979825988,165344.07114624509,10000000,15445544.564854424
The Inkwell,1994,Walt Disney Pictures,8864699,864699,15365478.264617937,1498811.5998001585,2100639.5734597156,8864699,864699,15365478.264617937,1498811.5998001585,2100639.5734597156,8000000,13866666.664817778
Invaders from Mars,1986,Cannon,4884663,-7115337,11458758.32337121,-16691617.635104228,1316620.7547169812,4984663,-7015337,11693344.789691838,-16457031.1687836,1343574.9326145553,12000000,28150375.958475437
The Island,1980,Universal,15716828,-6283172,49036503.28546452,-19603496.610202685,5842686.9888475835,15716828,-6283172,49036503.28546452,-19603496.610202685,5842686.9888475835,22000000,68639999.8956672
Jack,1996,Walt Disney Pictures,58617334,13617334,96255832.66963133,22361095.83063743,13261840.271493213,58617334,13617334,96255832.66963133,22361095.83063743,13261840.271493213,45000000,73894736.8389939
Jade,1995,Paramount Pictures,9812870,-40187130,16549272.64721736,-67775051.66981405,2255832.183908046,9812870,-40187130,16549272.64721736,-67775051.66981405,2255832.183908046,50000000,84324324.3170314
Jingle All the Way,1996,20th Century Fox,60592389,592389,99499080.8800211,972765.0946958837,13708685.294117648,129832389,69832389,213198449.2962864,114672133.51096117,29373843.665158372,60000000,98526315.78532521
The Jungle Book,1994,Walt Disney Pictures,44342956,17342956,76861123.72308518,30061123.729325183,10507809.478672987,44342956,17342956,76861123.72308518,30061123.729325183,10507809.478672987,27000000,46799999.99376
Judge Dredd,1995,Walt Disney Pictures,34687912,-50312088,58500694.82737291,-84850656.51158048,7974232.643678161,113487912,28487912,191395829.9510144,48044478.612061016,26089175.172413796,85000000,143351351.33895338
The Jerky Boys,1995,Walt Disney Pictures,7555256,3555256,12741837.144843949,5995891.199481436,1736840.459770115,7555256,3555256,12741837.144843949,5995891.199481436,1736840.459770115,4000000,6745945.945362512
Jefferson in Paris,1995,Walt Disney Pictures,2461628,-11538372,4151502.3563977075,-19459308.452371087,565891.4942528736,2461628,-11538372,4151502.3563977075,-19459308.452371087,565891.4942528736,14000000,23610810.808768794
JFK,1991,Warner Bros.,70405498,30405498,133130396.17945297,57494032.565092646,17006158.93719807,205400000,165400000,388392727.15974027,312756363.54537994,49613526.57004831,40000000,75636363.61436033
Journey from the Fall,2007,Imaginasian,635305,-664695,786568.0949384503,-822955.7139722073,92340.84302325582,635305,-664695,786568.0949384503,-822955.7139722073,92340.84302325582,1300000,1609523.8089106577
Jekyll and Hyde... Together Again,1982,Universal,3707583,-1292417,9886888,-3446445.3333333335,1261082.6530612246,3707583,-1292417,9886888,-3446445.3333333335,1261082.6530612246,5000000,13333333.333333334
Jumanji,1995,Sony Pictures,100458310,35458310,169421582.2556176,59799960.643476754,23093864.367816094,262758310,197758310,443138338.9887015,333516717.3765607,60404209.1954023,65000000,109621621.61214082
The Juror,1996,Sony Pictures,22730924,-21269076,37326569.935270466,-34926061.64063469,5142742.986425339,22730924,-21269076,37326569.935270466,-34926061.64063469,5142742.986425339,44000000,72252631.57590516
Jurassic Park,1993,Universal,357067947,294067947,636601139.6778787,524281139.6984172,84814239.19239905,923067947,860067947,1645698282.350501,1533378282.3710394,219256044.41805226,63000000,112319999.97946149
Jaws 4: The Revenge,1987,Universal,15728335,-7271665,35559713.93778067,-16440286.098393243,4022592.071611253,15728335,-7271665,35559713.93778067,-16440286.098393243,4022592.071611253,23000000,52000000.03617392
Kabhi Alvida Naa Kehna,2006,Yash Raj Films,3275443,-7474557,4171176.3931987514,-9518619.529638732,500067.6335877863,32575443,21825443,41483829.46660697,27794033.54376948,4973350.076335878,10750000,13689795.922837485
Kickboxer,1989,Cannon,14533681,13033681,30230056.46548957,27110056.46698717,3562176.715686274,14533681,13033681,30230056.46548957,27110056.46698717,3562176.715686274,1500000,3119999.9985024
Kids,1995,Shining Excalibur,7412216,5912216,12500602.117837785,9970872.388326842,1703957.7011494255,20412216,18912216,34424926.44026595,31895196.71075501,4692463.448275862,1500000,2529729.729510942
Kingpin,1996,MGM,25023424,23424,41091096.25090143,38464.67368259096,5661408.14479638,32223424,7223424,52914254.145140454,11861622.567921616,7290367.42081448,25000000,41052631.57721884
Kindergarten Cop,1990,Universal,91457688,65457688,179464142.3551214,128445274.4690979,22252478.832116786,202000000,176000000,396377358.1914133,345358490.3053898,49148418.49148418,26000000,51018867.88602349
Kiss of Death,1995,20th Century Fox,14942422,-25057578,25200192.7761989,-42259266.67742622,3435039.5402298854,14942422,-25057578,25200192.7761989,-42259266.67742622,3435039.5402298854,40000000,67459459.45362513
Krush Groove,1985,Warner Bros.,11052713,8052713,26324018.740053736,19178980.574296493,3113440.281690141,11052713,8052713,26324018.740053736,19178980.574296493,3113440.281690141,3000000,7145038.165757241
Krrish,2006,AdLab Films,1430721,-8569279,1821979.3965132993,-10912714.485195989,218430.68702290076,32430721,22430721,41299530.42981209,28564836.548102804,4951255.114503817,10000000,12734693.881709287
Kansas City,1996,New Line,1353824,-17646176,2223121.5156958685,-28976878.482990447,306295.0226244344,1353824,-17646176,2223121.5156958685,-28976878.482990447,306295.0226244344,19000000,31199999.998686317
The Last Emperor,1987,Sony/Columbia,43984000,18984000,99442087.02569886,42920347.85594459,11249104.859335039,43984000,18984000,99442087.02569886,42920347.85594459,11249104.859335039,25000000,56521739.16975426
Last Action Hero,1993,Sony Pictures,50016394,-34983606,89172085.2865514,-62370771.828595065,11880378.622327792,137298489,52298489,244783591.77238244,93240734.65723598,32612467.695961997,85000000,151542857.11514646
Lage Raho Munnabhai,2006,Eros Entertainment,2217561,-482439,2823996.049901713,-614371.2981597946,338558.93129770993,31517561,28817561,40136649.123309925,36698281.775248416,4811841.374045801,2700000,3438367.3480615076
The Last Big Thing,1998,Stratosphere Entertainment,22434,-977566,35350.54543312088,-1540407.0293694502,4783.368869936034,22434,-977566,35350.54543312088,-1540407.0293694502,4783.368869936034,1000000,1575757.574802571
The Land Before Time,1988,Universal,48092846,35792846,104201166.22913218,77551166.25578217,12053344.862155387,81972846,69672846,177607832.82239217,150957832.84904218,20544572.932330824,12300000,26649999.97335
The Living Daylights,1987,MGM,51185000,11185000,115722608.77615486,25287826.104548056,13090792.838874679,191200000,151200000,432278261.1702806,341843478.49867374,48900255.7544757,40000000,90434782.67160681
Aladdin,1992,Walt Disney Pictures,217350219,189350219,398901578.3061408,347513343.0241145,52373546.74698795,504050219,476050219,925080401.7117457,873692166.4297194,121457884.09638554,28000000,51388235.28202629
A Low Down Dirty Shame,1994,Walt Disney Pictures,29317886,19317886,50817669.05989098,33484335.728868756,6947366.3507109005,29317886,19317886,50817669.05989098,33484335.728868756,6947366.3507109005,10000000,17333333.33102222
Love and Death on Long Island,1998,Lionsgate,2542264,-1487736,4005991.7551478837,-2344311.271306478,542060.5543710021,2542264,-1487736,4005991.7551478837,-2344311.271306478,542060.5543710021,4030000,6350303.026454361
Ladyhawke,1985,Warner Bros.,18400000,-1600000,43822900.74997774,-3810687.021737195,5183098.591549296,18400000,-1600000,43822900.74997774,-3810687.021737195,5183098.591549296,20000000,47633587.77171493
Nikita,1991,Goldwyn Entertainment,5017971,-1982029,9488526.979057882,-3747836.6534551745,1212070.2898550725,5017971,-1982029,9488526.979057882,-3747836.6534551745,1212070.2898550725,7000000,13236363.632513057
Legal Eagles,1986,Universal,49851591,9851591,116945085.73151255,23110499.20326108,13437086.522911051,49851591,9851591,116945085.73151255,23110499.20326108,13437086.522911051,40000000,93834586.52825145
Legend,1986,Universal,15502112,-9497888,36365856.745866135,-22280759.83429103,4178466.846361186,15502112,-9497888,36365856.745866135,-22280759.83429103,4178466.846361186,25000000,58646616.58015716
Lifeforce,1985,Sony/TriStar,11603545,-13396455,27635923.961027198,-31906060.75361647,3268604.2253521127,11603545,-13396455,27635923.961027198,-31906060.75361647,3268604.2253521127,25000000,59541984.71464367
Lady in White,1988,New Century Vista Film Company,1705139,-2994861,3694467.829638866,-6488865.493511135,427353.1328320802,1705139,-2994861,3694467.829638866,-6488865.493511135,427353.1328320802,4700000,10183333.32315
The Long Kiss Goodnight,1996,New Line,33447612,-31552388,54924499.70295055,-51812342.39781843,7567333.031674208,33447612,-31552388,54924499.70295055,-51812342.39781843,7567333.031674208,65000000,106736842.10076898
Lake of Fire,2007,ThinkFilm,25317,-5974683,31344.857130916243,-7397226.56861058,3679.796511627907,25317,-5974683,31344.857130916243,-7397226.56861058,3679.796511627907,6000000,7428571.4257414965
Last Man Standing,1996,New Line,18115927,-48884073,29748259.072431654,-80272793.55451484,4098626.0180995474,18115927,-48884073,29748259.072431654,-80272793.55451484,4098626.0180995474,67000000,110021052.6269465
Aliens,1986,20th Century Fox,85160248,68160248,199774416.49308383,159894717.21857697,22954244.74393531,183316455,166316455,430035593.96874535,390155894.6942385,49411443.39622641,17000000,39879699.27450687
Alien³,1992,20th Century Fox,54927174,-72826,100807519.31745705,-133657.12938031595,13235463.61445783,158500000,103500000,290894117.5786131,189952941.13177577,38192771.084337346,55000000,100941176.44683737
The Lion King,1994,Walt Disney Pictures,328539505,249239505,569468475.2574042,432015141.94239795,77852963.27014218,783839505,704539505,1358655141.818846,1221201808.5038397,185743958.5308057,79300000,137453333.31500623
The Legend of the Lone Ranger,1981,Universal,13400000,-4600000,38007272.680281915,-13047272.711141553,4820143.8848920865,13400000,-4600000,38007272.680281915,-13047272.711141553,4820143.8848920865,18000000,51054545.39142347
The Last of the Mohicans,1992,20th Century Fox,72455275,32455275,132976739.96871135,59564975.28010236,17459102.409638554,72455275,32455275,132976739.96871135,59564975.28010236,17459102.409638554,40000000,73411764.68860899
The Long Riders,1980,United Artists,15198912,5198912,47420605.36792068,16220605.41534468,5650153.159851301,15198912,5198912,47420605.36792068,16220605.41534468,5650153.159851301,10000000,31199999.952576
The Loss of Sexual Innocence,1999,Sony Pictures,399793,-3600207,617502.0598216845,-5560715.7661200855,79010.4743083004,399793,-3600207,617502.0598216845,-5560715.7661200855,79010.4743083004,4000000,6178217.82594177
Legends of the Fall,1994,Sony Pictures,66502573,36502573,115271126.51796384,63271126.52489718,15758903.55450237,66502573,36502573,115271126.51796384,63271126.52489718,15758903.55450237,30000000,51999999.99306667
A League of Their Own,1992,Sony Pictures,107533925,67533925,197356379.95356318,123944615.2649542,25911789.156626504,132440066,92440066,243066474.0133961,169654709.3247871,31913268.915662646,40000000,73411764.68860899
Loaded Weapon 1,1993,New Line,27979399,14979399,49883271.35087849,26706128.497973736,6645938.004750594,27979399,14979399,49883271.35087849,26706128.497973736,6645938.004750594,13000000,23177142.852904752
Betty Fisher et autres histoires,2002,WellSpring,206400,-7293600,295398.1650183714,-10438546.784777101,35586.206896551725,206400,-7293600,295398.1650183714,-10438546.784777101,35586.206896551725,7500000,10733944.949795473
Little Shop of Horrors,1986,Warner Bros.,38747385,8747385,90896121.26314932,20520181.366960723,10444039.083557952,38747385,8747385,90896121.26314932,20520181.366960723,10444039.083557952,30000000,70375939.89618859
Lone Star,1996,Sony Pictures Classics,12961389,7961389,21283965.093840677,13073438.778396908,2932440.9502262445,12961389,7961389,21283965.093840677,13073438.778396908,2932440.9502262445,5000000,8210526.315443768
Lethal Weapon,1987,Warner Bros.,65192350,50192350,147391400.10253316,113478356.6006806,16673235.294117646,120192350,105192350,271739226.2759925,237826182.77413997,30739731.45780051,15000000,33913043.50185256
Lethal Weapon 3,1992,Warner Bros.,144731527,109731527,265624920.07867646,201389625.9761436,34875066.74698795,319700000,284700000,586743529.2737074,522508235.17117447,77036144.57831325,35000000,64235294.10253286
The Last Time I Committed Suicide,1997,Roxie Releasing,12836,-3987164,20537.6,-6379462.4,2796.5141612200437,12836,-3987164,20537.6,-6379462.4,2796.5141612200437,4000000,6400000
Little Voice,1998,Miramax,4595000,-1405000,7240606.056217814,-2213939.3925976125,979744.1364605543,4595000,-1405000,7240606.056217814,-2213939.3925976125,979744.1364605543,6000000,9454545.448815426
The Last Temptation of Christ,1988,Universal,8373585,1373585,18142767.481857233,2976100.8303572326,2098642.857142857,8373585,1373585,18142767.481857233,2976100.8303572326,2098642.857142857,7000000,15166666.6515
License to Kill,1989,MGM,34667015,-7332985,72107391.16538845,-15252608.792678747,8496817.401960785,156167015,114167015,324827391.0440828,237467391.08601564,38276229.166666664,42000000,87359999.9580672
Leaving Las Vegas,1995,MGM,31983777,27983777,53940207.69263219,47194261.74726968,7352592.413793104,49800000,45800000,83987027.01976328,77241081.07440077,11448275.862068966,4000000,6745945.945362512
The Lawnmower Man,1992,New Line,32100816,22100816,58914438.762608364,40561497.59045611,7735136.385542168,32100816,22100816,58914438.762608364,40561497.59045611,7735136.385542168,10000000,18352941.172152247
Lone Wolf McQuade,1983,Orion Pictures,12232628,7232628,31541982.92755082,18649420.95004655,3883373.9682539683,12232628,7232628,31541982.92755082,18649420.95004655,3883373.9682539683,5000000,12892561.97750427
Little Women,1994,Sony Pictures,50003303,35003303,86672391.85511035,60672391.85857701,11849123.93364929,50003303,35003303,86672391.85511035,60672391.85857701,11849123.93364929,15000000,25999999.996533334
Menace II Society,1993,New Line,27731527,24231527,49441350.98524501,43201350.98638604,6587061.045130641,27731527,24231527,49441350.98524501,43201350.98638604,6587061.045130641,3500000,6239999.9988589715
Much Ado About Nothing,1993,Goldwyn Entertainment,22549338,14549338,40202248.312648736,25939391.172399655,5356137.292161521,22549338,14549338,40202248.312648736,25939391.172399655,5356137.292161521,8000000,14262857.14024908
Malcolm X,1992,Warner Bros.,48169910,13169910,88405952.44978683,24170658.34725396,11607207.228915662,48169910,13169910,88405952.44978683,24170658.34725396,11607207.228915662,35000000,64235294.10253286
Mary Reilly,1996,Sony Pictures,5707094,-41292906,9371649.094342247,-67807298.27082917,1291197.7375565611,6370115,-40629885,10460399.367980616,-66718547.9971908,1441202.4886877828,47000000,77178947.36517142
Maximum Risk,1996,Sony Pictures,14102929,-10897071,23158493.93586701,-17894137.641351826,3190707.9185520364,51702929,26702929,84901651.82800415,43849020.250785306,11697495.248868778,25000000,41052631.57721884
The Mask,1994,New Line,119920129,101920129,207861556.90561846,176661556.90977845,28417092.18009479,343900000,325900000,596093333.2538543,564893333.2580142,81492890.99526067,18000000,31199999.995839998
Mars Attacks!,1996,Warner Bros.,37771017,-42228983,62023985.807914786,-69344435.2391855,8545478.959276019,101371017,21371017,166461880.5403595,35093459.49325922,22934619.230769232,80000000,131368421.04710029
Mo' Better Blues,1990,Universal,16153000,6153000,31696452.806266826,12073811.311642407,3930170.316301703,16153000,6153000,31696452.806266826,12073811.311642407,3930170.316301703,10000000,19622641.49462442
Michael Jordan to the MAX,2000,Giant Screen Films,18642318,11642318,27829680.454003885,17379919.690453604,3458686.085343228,18642318,11642318,27829680.454003885,17379919.690453604,3458686.085343228,7000000,10449760.763550283
Michael Collins,1996,Warner Bros.,11092559,-13907441,18215149.51502252,-22837482.062196318,2509628.7330316743,27572844,2572844,45277512.25072516,4224880.673506321,6238200,25000000,41052631.57721884
My Cousin Vinny,1992,20th Century Fox,52929168,41929168,97140590.65949632,76952355.37012886,12754016.385542167,52929168,41929168,97140590.65949632,76952355.37012886,12754016.385542167,11000000,20188235.28936747
Medicine Man,1992,Walt Disney Pictures,44948240,4948240,82493240.45117806,9081475.762569064,10830901.204819277,44948240,4948240,82493240.45117806,9081475.762569064,10830901.204819277,40000000,73411764.68860899
Madadayo,1998,WinStar Cinema,48856,-11851144,76985.21207455441,-18674529.92807604,10417.057569296374,48856,-11851144,76985.21207455441,-18674529.92807604,10417.057569296374,11900000,18751515.140150595
Modern Problems,1981,20th Century Fox,24474312,16474312,69418048.49599223,46727139.43313735,8803709.352517987,24474312,16474312,69418048.49599223,46727139.43313735,8803709.352517987,8000000,22690909.062854875
Amadeus,1984,Warner Bros.,51973029,33973029,128695119.3795447,84123690.82509573,15468163.392857144,51973029,33973029,128695119.3795447,84123690.82509573,15468163.392857144,18000000,44571428.55444898
The Mighty Ducks,1992,Walt Disney Pictures,50752337,40752337,93145465.53102459,74792524.35887234,12229478.795180721,50752337,40752337,93145465.53102459,74792524.35887234,12229478.795180721,10000000,18352941.172152247
Megaforce,1982,20th Century Fox,5675599,-12324401,15134930.666666666,-32865069.333333332,1930475.850340136,5675599,-12324401,15134930.666666666,-32865069.333333332,1930475.850340136,18000000,48000000
The Mirror Has Two Faces,1996,Sony Pictures,41267469,-732531,67765528.03925198,-1202893.0104756677,9336531.4479638,41267469,-732531,67765528.03925198,-1202893.0104756677,9336531.4479638,42000000,68968421.04972765
Midnight Run,1988,Universal,38413606,8413606,83229479.58343719,18229479.648437187,9627470.175438596,81613606,51613606,176829479.4898372,111829479.5548372,20454537.84461153,30000000,64999999.935
Major League,1989,Paramount Pictures,49793054,38793054,103569552.2702866,80689552.28126901,12204179.901960785,49793054,38793054,103569552.2702866,80689552.28126901,12204179.901960785,11000000,22879999.9890176
Mad Max 2: The Road Warrior,1982,Warner Bros.,24600832,22600832,65602218.666666664,60268885.333333336,8367629.93197279,24600832,22600832,65602218.666666664,60268885.333333336,8367629.93197279,2000000,5333333.333333333
Mad Max Beyond Thunderdome,1985,Warner Bros.,36230219,26230219,86288765.83624771,62471971.95039024,10205695.492957747,36230219,26230219,86288765.83624771,62471971.95039024,10205695.492957747,10000000,23816793.885857467
The Man From Snowy River,1982,20th Century Fox,20659423,15659423,55091794.666666664,41758461.333333336,7027014.62585034,20659423,15659423,55091794.666666664,41758461.333333336,7027014.62585034,5000000,13333333.333333334
Men with Brooms,2002,Artisan,4239767,-3260233,6067923.410394601,-4666021.539400873,730994.3103448276,4239767,-3260233,6067923.410394601,-4666021.539400873,730994.3103448276,7500000,10733944.949795473
Mommie Dearest,1981,Paramount Pictures,19032000,14032000,53981672.660531744,39799854.49624745,6846043.165467626,25032000,20032000,70999854.45767291,56818036.293388605,9004316.546762591,5000000,14181818.164284296
Memoirs of an Invisible Man,1992,Warner Bros.,14358033,-25641967,26351213.499682065,-47060551.18892693,3459766.9879518067,14358033,-25641967,26351213.499682065,-47060551.18892693,3459766.9879518067,40000000,73411764.68860899
My Own Private Idaho,1991,Fine Line,6401336,3901336,12104344.432842372,7377071.706944852,1546216.425120773,6401336,3901336,12104344.432842372,7377071.706944852,1546216.425120773,2500000,4727272.725897521
Money Train,1995,Sony Pictures,35324232,-32675768,59573839.908361174,-55107241.162801534,8120513.103448276,77224232,9224232,130237623.68603349,15556542.614870785,17752697.011494253,68000000,114681081.07116272
Mallrats,1995,Gramercy,2108367,-3991633,3555732.453746531,-6731835.1129313,484682.0689655173,2108367,-3991633,3555732.453746531,-6731835.1129313,484682.0689655173,6100000,10287567.566677831
Mrs. Winterbourne,1996,Sony Pictures,10039566,-14960434,16486024.167726906,-24566607.409491934,2271395.0226244344,10039566,-14960434,16486024.167726906,-24566607.409491934,2271395.0226244344,25000000,41052631.57721884
Mrs. Doubtfire,1993,20th Century Fox,219195051,194195051,390793462.28282636,346222033.719548,52065332.779097386,441286003,416286003,786749902.3475658,742178473.7842875,104818528.02850357,25000000,44571428.56327837
Mortal Kombat,1995,New Line,70433227,50433227,118784685.52486186,85054955.7980493,16191546.436781611,122133227,102133227,205976036.86867234,172246307.14185977,28076603.90804598,20000000,33729729.726812564
Frankenstein,1994,Sony Pictures,22006296,-22993704,38144246.3949141,-39855753.5946859,5214762.085308057,112006296,67006296,194144246.3741141,116144246.3845141,26541776.303317536,45000000,77999999.9896
My Stepmother Is an Alien,1988,Sony Pictures,13854000,-2146000,30016999.969983,-4649666.662017,3472180.4511278193,13854000,-2146000,30016999.969983,-4649666.662017,3472180.4511278193,16000000,34666666.632
Mission: Impossible,1996,Paramount Pictures,180981886,100981886,297191307.5243288,165822886.47722852,40946128.05429865,456481886,376481886,749591307.5052804,618222886.4581801,103276444.79638009,80000000,131368421.04710029
Multiplicity,1996,Sony Pictures,20133326,-24866674,33061040.588081643,-40833696.25091227,4555051.131221719,20133326,-24866674,33061040.588081643,-40833696.25091227,4555051.131221719,45000000,73894736.8389939
The Muppet Christmas Carol,1992,Walt Disney Pictures,27281507,15281507,50069589.30586597,28046059.89928328,6573857.108433735,27281507,15281507,50069589.30586597,28046059.89928328,6573857.108433735,12000000,22023529.4065827
Mystic Pizza,1988,Samuel Goldwyn Films,12793213,6793213,27718628.13894804,14718628.151948038,3206319.0476190476,12793213,6793213,27718628.13894804,14718628.151948038,3206319.0476190476,6000000,12999999.987
Namastey London,2007,Eros Entertainment,1207007,-7192993,1494389.6184783278,-8905610.377559768,175437.06395348837,6831069,-1568931,8457513.99677809,-1942485.9992600053,992887.9360465116,8400000,10399999.996038094
Inchon,1982,MGM,4408636,-41591364,11756362.666666666,-110910304,1499536.0544217688,4408636,-41591364,11756362.666666666,-110910304,1499536.0544217688,46000000,122666666.66666667
Indiana Jones and the Temple of Doom,1984,Paramount Pictures,179880271,151880271,445417813.73507893,376084480.4281583,53535794.940476194,333080271,305080271,824770194.5429447,755436861.236024,99131033.03571428,28000000,69333333.30692063
Indiana Jones and the Last Crusade,1989,Paramount Pictures,197171806,149171806,410117356.28314364,310277356.33106685,48326423.039215684,474171806,426171806,986277356.0065868,886437356.05451,116218579.90196078,48000000,99839999.9520768
Neal n' Nikki,2005,Yash Raj Films,100358,-1199642,132116.86069259906,-1579275.5435041643,15656.474258970358,329621,-970379,433931.44281826256,-1277460.9613785008,51422.93291731669,1300000,1711392.4041967632
A Nightmare on Elm Street 4: The Dream Master,1988,New Line,49369899,36369899,106968114.3930319,78801447.75453189,12373408.270676691,49369899,36369899,106968114.3930319,78801447.75453189,12373408.270676691,13000000,28166666.6385
"Next Stop, Wonderland",1998,Miramax,3386698,2386698,5336615.027068718,3760857.452266147,722110.447761194,3456820,2456820,5447110.299729024,3871352.7249264526,737061.8336886993,1000000,1575757.574802571
Nighthawks,1981,Universal,14600000,9600000,41410909.03971015,27229090.87542585,5251798.56115108,19600000,14600000,55592727.203994446,41410909.03971015,7050359.712230217,5000000,14181818.164284296
The English Patient,1996,Miramax,78716374,43716374,129260572.03666273,71786887.82855634,17809134.38914027,231716374,196716374,380502677.289242,323028993.08113563,52424519.00452489,35000000,57473684.208106376
The Naked Gun 2Ω: The Smell of Fear,1991,Paramount Pictures,86930411,63930411,164377504.3885447,120886595.31028754,20997683.816425122,86930411,63930411,164377504.3885447,120886595.31028754,20997683.816425122,23000000,43490909.07825719
Naked Gun 33 1/3: The Final Insult,1994,Paramount Pictures,51041856,21041856,88472550.38820367,36472550.39513699,12095226.540284362,51041856,21041856,88472550.38820367,36472550.39513699,12095226.540284362,30000000,51999999.99306667
No Looking Back,1998,Gramercy,143273,-4856727,225763.51501468878,-7653024.358998166,30548.614072494667,143273,-4856727,225763.51501468878,-7653024.358998166,30548.614072494667,5000000,7878787.874012856
A Nightmare on Elm Street,1984,New Line,25504513,23704513,63154032.16641751,58696889.31097261,7590628.869047619,25504513,23704513,63154032.16641751,58696889.31097261,7590628.869047619,1800000,4457142.855444898
A Nightmare On Elm Street Part 2: Freddy's Revenge,1985,New Line,21163999,18163999,50405860.19834936,43260822.03259212,5961689.85915493,21163999,18163999,50405860.19834936,43260822.03259212,5961689.85915493,3000000,7145038.165757241
A Nightmare On Elm Street 3: Dream Warriors,1987,New Line,44793222,39793222,101271632.41827592,89967284.58432508,11456067.007672634,44793222,39793222,101271632.41827592,89967284.58432508,11456067.007672634,5000000,11304347.833950851
A Nightmare On Elm Street: The Dream Child,1989,New Line,22168359,16168359,46110186.69786711,33630186.70385751,5433421.323529412,22168359,16168359,46110186.69786711,33630186.70385751,5433421.323529412,6000000,12479999.9940096
Freddy's Dead: The Final Nightmare,1991,New Line,34872033,29872033,65939844.198999316,56485298.747204274,8423196.376811596,34872033,29872033,65939844.198999316,56485298.747204274,8423196.376811596,5000000,9454545.451795042
Wes Craven's New Nightmare,1994,New Line,18090181,10090181,31356313.72915249,17489647.064334713,4286772.748815166,18090181,10090181,31356313.72915249,17489647.064334713,4286772.748815166,8000000,13866666.664817778
Night of the Living Dead,1990,Sony/Columbia,5835247,1635247,11450295.991358267,3208786.56361601,1419768.1265206812,5835247,1635247,11450295.991358267,3208786.56361601,1419768.1265206812,4200000,8241509.427742257
Never Say Never Again,1983,Warner Bros.,55500000,19500000,143107437.9502974,50280991.712266654,17619047.61904762,160000000,124000000,412561983.28013664,319735537.0421059,50793650.7936508,36000000,92826446.23803075
Nowhere to Run,1993,Sony/Columbia,22189039,7189039,39559886.66705191,12817029.529084887,5270555.581947744,52189039,37189039,93045600.94298595,66302743.80501893,12396446.318289787,15000000,26742857.13796702
Interview with the Vampire: The Vampire Chronicles,1994,Warner Bros.,105264608,55264608,182458653.84233883,95791987.18722774,24944219.90521327,223564608,173564608,387511987.1483317,300845320.4932206,52977395.26066351,50000000,86666666.6551111
The Nutty Professor,1996,Universal,128814019,73814019,211526178.5595147,121210389.08963326,29143443.212669685,273814019,218814019,449631441.707384,359315652.2375025,61948873.07692308,55000000,90315789.46988145
Die Unendliche Geschichte,1984,Warner Bros.,21300000,-5700000,52742857.122764625,-14114285.708908843,6339285.714285715,21300000,-5700000,52742857.122764625,-14114285.708908843,6339285.714285715,27000000,66857142.831673466
Nixon,1995,Walt Disney Pictures,13668249,-31331751,23051317.230438802,-52840574.65488946,3142126.206896552,34668249,-10331751,58467533.44359199,-17424358.44173627,7969712.413793104,45000000,75891891.88532826
New York Stories,1989,Walt Disney Pictures,10763469,-4236531,22388015.50925375,-8811984.475770246,2638105.1470588236,10763469,-4236531,22388015.50925375,-8811984.475770246,2638105.1470588236,15000000,31199999.985023998
Octopussy,1983,MGM,67900000,40400000,175080991.654508,104171900.7782345,21555555.555555556,187500000,160000000,483471074.1564101,412561983.28013664,59523809.52380952,27500000,70909090.87627348
On Deadly Ground,1994,Warner Bros.,38590458,-11409542,66890127.191081315,-19776539.464029793,9144658.293838862,38590458,-11409542,66890127.191081315,-19776539.464029793,9144658.293838862,50000000,86666666.6551111
The Offspring,1987,Moviestore Entertainment,1355728,255728,3065124.176045304,578167.6525761166,346733.5038363171,1355728,255728,3065124.176045304,578167.6525761166,346733.5038363171,1100000,2486956.5234691873
The Omega Code,1999,Providence Entertainment,12610552,5410552,19477684.29034141,8356892.203646224,2492203.95256917,12678312,5478312,19582343.30031286,8461551.213617677,2505595.256916996,7200000,11120792.086695187
Out of Africa,1985,Universal,79096868,48096868,188383380.2172875,114551319.17112938,22280807.887323946,258210860,227210860,614975483.1709999,541143422.1248417,72735453.52112676,31000000,73832061.04615815
Out of the Dark,1989,New Line,419428,-1180572,872410.239581243,-2455589.758821317,102800.98039215687,419428,-1180572,872410.239581243,-2455589.758821317,102800.98039215687,1600000,3327999.9984025597
Ordinary People,1980,Paramount Pictures,52302978,46302978,163185291.11195835,144465291.14041275,19443486.24535316,52302978,46302978,163185291.11195835,144465291.14041275,19443486.24535316,6000000,18719999.9715456
